編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
1480,20260326,生醫所-博士後研究(陳弘昕老師研究室)2603-01,"庫分析感興趣者。

2. 生資、公衛、統計及資訊相關背景畢業。

3. 熟悉統計軟體(R)或數據分析程式語言(Python)。

※薪資待遇：
依中研院薪資標準--博士級：NT$64,711元起。

※應徵文件：
 履歷、自傳及其他可參考之資料",中央研究院_生物醫學科學研究所,其他教育服務業,64711,9999999,博士,[],0,https://www.104.com.tw/job/8za1h
1481,20260402,"Manufacturing Test Development Engineer, Software Tools","equivalent practical experience. 
• 5 years of experience developing with Python, Java or C++. 
• Experience with backend",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zsg6
1483,20260402,"Software Engineer III, Cloud AI/ML, Infrastructure","development in Python or C++, or 1 year of experience with an advanced degree. 
 
 
 Preferred qualifications:
• Master's",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8yokb
1485,20260406,【新北淡水校區】積木程式機器人講師  (樂高教育中心),"涵蓋Scratch、C語言、Python等編程語言及機器人課程，並規劃課程活動、設計教案
3. 具程式設計背景，有過程式教學或樂高機器人課程經驗者優先考慮
4. 定期與家長溝通，提供學生學習進度與反饋，確保家長了解孩子的學習情況
5. 負責教室日常",小孩子創意有限公司附設小孩子文理美術短期補習班,補習班,35000,48000,大學,"[{'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",0,https://www.104.com.tw/job/7z8ms
1486,20260401,Senior Camera Actuator Control Engineer,"data analysis using Python to enhance validation efficiency. 
 • Define and execute camera actuator calibration strategies,",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zqrr
1489,20260403,"Senior Software Engineer, Embedded Systems, Cloud Platform","development in one or more of the programming languages (e.g., C, C++, Python, Go) or scripting languages (e.g., shell). 
• 3",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zu6v
1490,20260402,"GPU Software Engineer, Embedded System, Platform","PCIe). 
• Experience coding in Python. 
• Experience in Linux, kernel, with the ability to read schematics. 
• Excellent",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8zsg4
1493,20260403,"Software Engineer, PhD, Early Careers, Google Cloud Platform","Experience coding in one of the following programming languages: C, C++, Java or Python. 
• Experience in one or more of the",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8wbj2
1495,20251231,【資訊專才】資深資訊運營管理師(組織文化、IT人才管理)_I00020396,"(Skills)
• 策略規劃與執行：擅長制定中長期資訊策略，將目標細化為可執行的計畫，並推動實施。
• 數據分析與洞察：能有效運用數據分析工具（如Power BI、Tableau、或Python）來支持決策。
• 跨部門溝通與協調：出色的溝通技巧",國泰人壽保險股份有限公司_總公司_國泰金控,人身保險業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ltf6
1496,20260403,"Software Engineer III, Integration and Qualification, TPU Infrastructure","equivalent practical experience. 
• 2 years of experience with software development in C++ or Python. 
 
 
 Preferred",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8wqbt
1497,20260401,"Senior CPU Design Verification Engineer, Silicon","SystemVerilog, or other scripting languages such as Python, Perl, Shell, Bash, etc. 
• Experience with ARM Instruction Set",Google_美商科高國際有限公司,網際網路相關業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8ymhj
1498,20251109,上層應用開發工程師,"Linux 或 RTOS 環境。 
• 熟悉 Shell Script 或 Python 使用經驗。 
• 具備清晰表達及理性溝通的能力，並勇於表達意見。 
• 具有熱忱及發散性思考的能力。 
• 具備良好的問題解決能力和分析能力。 
• 能在快",方見科技股份有限公司,電子通訊／電腦週邊零售業,40000,60000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}]",0,https://www.104.com.tw/job/8i88f
1504,20260401,AI演算法工程師,"【主要工作內容】
1. 運用AI演算法進行遙測影像辨識，處理衛星影像或空拍圖。
2. 開發防災領域的AI應用配合專案需求，提供客戶服務與應用部署。

【必備條件】
1. 1年以上Python開發經驗，並熟悉任一資料庫SQL語法(",興創知能股份有限公司,電腦系統整合服務業,52000,70000,碩士以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001002005', 'description': 'OOP'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003092', 'description': 'MLOPs'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12003001003', 'description': 'GIS'}]",5,https://www.104.com.tw/job/770xt
1505,20260319,工業數據分析師 Industrial Data Analyst (依公司需求海外派駐),"流程及營運系統。了解智慧製造具優先資格
-Lean, 6 Sigma 綠帶或以上具優先資格
-精通英文口說及聽力
-熟悉如Power BI, Tableau, Python, R 等資料分析工具優先
-性格開朗、團隊合作精神
-高工作熱情、能承受工",百威雷科技有限公司,其它軟體及網路相關業,1000000,9999999,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}, {'code': '12001011001', 'description': 'Tableau'}, {'code': '12001011012', 'description': 'Power BI\u200b'}, {'code': '12005001001', 'description': '6 Sigma'}]",1,https://www.104.com.tw/job/7796x
1506,20260325,軟體工程師(75),"規劃、建置、導入公司自有研發產品以及代理之國外軟體
軟體性質為雲端運算自動化、系統監控管理、資訊服務管理等軟體，
會接觸到各式各樣的IT設備以及軟體。
此職缺經常會使用到Python整合IT相關設備，以及Script撰寫和Linux操作。",凌群電腦股份有限公司,電腦系統整合服務業,31000,9999999,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}]",3,https://www.104.com.tw/job/72ocz
1507,20260303,後端工程師 (Back End Engineer),"端工程極有興趣者
- 熟悉 C/C++, Java, C#, GoLang, Scala, RUST 或 Python 語言
- 熟悉 管理開發流程 (如 Git)
- 有一定的英文水平能看懂網上的資料 (如 Stack Overflow)

加分",薩摩亞商毅成科技有限公司,電腦軟體服務業,42000,100000,大學以上,"[{'code': '12001001042', 'description': 'Android'}, {'code': '12001001043', 'description': 'iOS'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003061', 'description': 'Visual C#'}, {'code': '12001004031', 'description': 'MS SQL'}]",2,https://www.104.com.tw/job/6g0ga
1509,20260209,資訊工程師,"Python、Java、C/C++、JS(React)
資料庫：SQL / MySQL / PostgreSQL / MSSQL / MongoDB
AI：TensorFlow、PyTorch、機器學習、深度學習模型訓練與部署
資安：Linux/",台塑_臺灣塑膠工業股份有限公司,塑膠製品製造業,40000,55000,大學以上,[],11,https://www.104.com.tw/job/6i5f3
1510,20260209,資訊工程師,"Python、Java、C/C++、JS(React)
資料庫：SQL / MySQL / PostgreSQL / MSSQL / MongoDB
AI：TensorFlow、PyTorch、機器學習、深度學習模型訓練與部署
資安：Linux/",台塑_臺灣塑膠工業股份有限公司,塑膠製品製造業,40000,55000,大學以上,[],11,https://www.104.com.tw/job/6i5f3
1514,20260319,【凱基證券/資訊部】Python系統程式設計師,Python API暨策略平台系統維護與開發,凱基證券股份有限公司,證券及期貨業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}]",7,https://www.104.com.tw/job/7f0ui
1517,20251224,【數位金融】資料科學家,"訊管理相關、數學、理工相關學系
語文條件： 英文 －精通
擅長工具： Python，SQL，SAS等。
其他條件： 1. 熟悉SQL、Python、機器學習、大數據架構。
2. 具備Machine learning, Statistic",國泰人壽保險股份有限公司_總公司_國泰金控,人身保險業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12003005009', 'description': 'SAS'}]",4,https://www.104.com.tw/job/7cmgv
1524,20260325,軟體工程師(75),"規劃、建置、導入公司自有研發產品以及代理之國外軟體
軟體性質為雲端運算自動化、系統監控管理、資訊服務管理等軟體，
會接觸到各式各樣的IT設備以及軟體。
此職缺經常會使用到Python整合IT相關設備，以及Script撰寫和Linux操作。",凌群電腦股份有限公司,電腦系統整合服務業,31000,9999999,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}]",3,https://www.104.com.tw/job/72ocz
1527,20260401,AI演算法工程師,"【主要工作內容】
1. 運用AI演算法進行遙測影像辨識，處理衛星影像或空拍圖。
2. 開發防災領域的AI應用配合專案需求，提供客戶服務與應用部署。

【必備條件】
1. 1年以上Python開發經驗，並熟悉任一資料庫SQL語法(",興創知能股份有限公司,電腦系統整合服務業,52000,70000,碩士以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001002005', 'description': 'OOP'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003092', 'description': 'MLOPs'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12003001003', 'description': 'GIS'}]",5,https://www.104.com.tw/job/770xt
1528,20260319,工業數據分析師 Industrial Data Analyst (依公司需求海外派駐),"流程及營運系統。了解智慧製造具優先資格
-Lean, 6 Sigma 綠帶或以上具優先資格
-精通英文口說及聽力
-熟悉如Power BI, Tableau, Python, R 等資料分析工具優先
-性格開朗、團隊合作精神
-高工作熱情、能承受工",百威雷科技有限公司,其它軟體及網路相關業,1000000,9999999,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}, {'code': '12001011001', 'description': 'Tableau'}, {'code': '12001011012', 'description': 'Power BI\u200b'}, {'code': '12005001001', 'description': '6 Sigma'}]",1,https://www.104.com.tw/job/7796x
1531,20260330,軟韌體自動化測試開發工程師,"通過品質/生產測試

會使用到的程式語言和技術包含但不限於 :QT/Android/C/Python/Batch & Shell Script",聯陽電子股份有限公司,電腦系統整合服務業,40000,55000,專科以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001001020', 'description': 'Shell'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",1,https://www.104.com.tw/job/7z3wo
1532,20251002,金融研究員,"訊收集整理與分析/相關證券價值研究分析，偏向基本面分析，而非交易策略，其需要對於產業研究的熱情與抗壓性;
3.	計量模組與數據分析:具有Python程式能力&財金理論或計量統計等基礎能力,具有獨立思考與團隊合作能力者
4.	因為工作內容不易由學校理",燊樺資產鑑定股份有限公司,工商顧問服務業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}]",2,https://www.104.com.tw/job/7r1uq
1534,20260316,Python Engineer - MAAS Hardware Lab,"This role is office based at our location in Xizhi District, New Taipei City.

This is a Python software engineering",Canonical_英商科能有限公司台灣分公司,其它軟體及網路相關業,1500000,9999999,專科以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}]",5,https://www.104.com.tw/job/7vfie
